        3	2024-01-03 07:12:36	1	0	1	0
        4	2024-01-03 07:24:13	1	0	1	0
       20	2024-01-03 07:47:58	1	0	1	0
       20	2024-01-03 17:25:06	1	1	1	0
        4	2024-01-03 17:25:31	1	1	1	0
        3	2024-01-03 17:25:40	1	1	1	0
        3	2024-01-03 17:25:42	1	1	1	0
       20	2024-01-04 07:02:36	1	0	1	0
       21	2024-01-04 07:05:21	1	0	1	0
        3	2024-01-04 07:11:48	1	0	1	0
        3	2024-01-04 07:11:50	1	0	1	0
        3	2024-01-04 07:11:53	1	0	1	0
        4	2024-01-04 07:12:34	1	0	1	0
       21	2024-01-04 17:17:45	1	1	1	0
        3	2024-01-04 17:28:29	1	1	1	0
       20	2024-01-04 17:28:33	1	1	1	0
        4	2024-01-04 17:28:57	1	1	1	0
        4	2024-01-05 06:41:43	1	0	1	0
        4	2024-01-05 06:41:46	1	0	1	0
       21	2024-01-05 07:03:58	1	0	1	0
        3	2024-01-05 07:08:41	1	0	1	0
       20	2024-01-05 07:13:10	1	0	1	0
       21	2024-01-05 19:14:03	1	1	1	0
        4	2024-01-05 19:14:20	1	1	1	0
       20	2024-01-05 19:14:37	1	1	1	0
        3	2024-01-05 19:14:40	1	1	1	0
        3	2024-01-06 07:04:46	1	0	1	0
        3	2024-01-06 07:04:49	1	0	1	0
        4	2024-01-06 07:07:55	1	0	1	0
       21	2024-01-06 07:09:36	1	0	1	0
       20	2024-01-06 07:34:32	1	0	1	0
       21	2024-01-06 17:51:02	1	1	1	0
        3	2024-01-06 17:51:49	1	1	1	0
        4	2024-01-06 17:52:02	1	1	1	0
       20	2024-01-06 17:52:10	1	1	1	0
       21	2024-01-07 07:09:43	1	0	1	0
        3	2024-01-07 07:17:23	1	0	1	0
        4	2024-01-07 07:22:07	1	0	1	0
       20	2024-01-07 07:22:27	1	0	1	0
        4	2024-01-07 17:03:41	1	1	1	0
       21	2024-01-07 17:03:49	1	1	1	0
       20	2024-01-07 17:03:54	1	1	1	0
        3	2024-01-07 17:03:57	1	1	1	0
        4	2024-01-08 06:41:07	1	0	1	0
        4	2024-01-08 06:41:10	1	0	1	0
       21	2024-01-08 07:03:31	1	0	1	0
        3	2024-01-08 07:10:40	1	0	1	0
       20	2024-01-08 07:11:59	1	0	1	0
       21	2024-01-08 17:20:59	1	1	1	0
        4	2024-01-08 17:21:09	1	1	1	0
        4	2024-01-08 17:21:12	1	1	1	0
        3	2024-01-08 17:21:55	1	1	1	0
       20	2024-01-08 17:22:02	1	1	1	0
       21	2024-01-09 07:06:26	1	0	1	0
        3	2024-01-09 07:07:51	1	0	1	0
        3	2024-01-09 07:07:53	1	0	1	0
        4	2024-01-09 08:57:58	1	0	1	0
        4	2024-01-09 17:24:47	1	1	1	0
        3	2024-01-09 17:25:09	1	1	1	0
