       16	2023-01-02 08:47:10	1	0	1	0
       15	2023-01-02 08:50:58	1	0	1	0
       17	2023-01-02 12:05:51	1	0	1	0
       19	2023-01-02 12:09:20	1	0	1	0
       16	2023-01-02 16:06:03	1	1	1	0
       15	2023-01-02 17:06:33	1	1	1	0
       17	2023-01-02 21:03:20	1	1	1	0
       19	2023-01-02 21:03:29	1	1	1	0
       16	2023-01-03 06:56:39	1	0	1	0
       15	2023-01-03 07:35:40	1	0	1	0
       17	2023-01-03 12:04:01	1	0	1	0
       19	2023-01-03 12:07:44	1	0	1	0
       16	2023-01-03 16:04:05	1	1	1	0
       15	2023-01-03 17:05:13	1	1	1	0
       17	2023-01-03 21:19:18	1	1	1	0
       19	2023-01-03 21:19:28	1	1	1	0
       16	2023-01-06 06:58:35	1	0	1	0
       15	2023-01-06 07:48:09	1	0	1	0
       19	2023-01-06 12:03:47	1	0	1	0
       17	2023-01-06 12:06:22	1	0	1	0
       16	2023-01-06 16:07:55	1	1	1	0
       15	2023-01-06 17:03:05	1	1	1	0
       17	2023-01-06 21:06:15	1	1	1	0
       19	2023-01-06 21:07:13	1	1	1	0
       16	2023-01-07 06:52:03	1	0	1	0
        3	2023-01-07 07:13:16	1	0	1	0
        3	2023-01-07 07:13:19	1	0	1	0
       15	2023-01-07 07:27:14	1	0	1	0
       19	2023-01-07 12:05:50	1	0	1	0
       17	2023-01-07 12:11:39	1	0	1	0
       16	2023-01-07 16:04:04	1	1	1	0
       15	2023-01-07 17:36:59	1	1	1	0
       19	2023-01-07 21:20:53	1	1	1	0
       17	2023-01-07 21:21:02	1	1	1	0
       16	2023-01-08 06:54:17	1	0	1	0
        3	2023-01-08 07:15:56	1	0	1	0
       15	2023-01-08 07:33:01	1	0	1	0
       17	2023-01-08 12:09:09	1	0	1	0
       19	2023-01-08 12:10:38	1	0	1	0
       16	2023-01-08 16:04:28	1	1	1	0
       15	2023-01-08 17:14:08	1	1	1	0
       17	2023-01-08 21:02:07	1	1	1	0
       19	2023-01-08 21:02:12	1	1	1	0
       17	2023-01-09 06:55:10	1	0	1	0
       19	2023-01-09 06:56:24	1	0	1	0
       15	2023-01-09 07:46:20	1	0	1	0
       16	2023-01-09 12:07:13	1	0	1	0
        3	2023-01-09 12:32:07	1	0	1	0
       17	2023-01-09 16:04:21	1	1	1	0
       19	2023-01-09 16:04:24	1	1	1	0
       15	2023-01-09 17:36:57	1	1	1	0
        3	2023-01-09 21:07:24	1	1	1	0
       16	2023-01-09 21:08:07	1	1	1	0
       17	2023-01-10 06:57:37	1	0	1	0
       19	2023-01-10 07:02:52	1	0	1	0
       15	2023-01-10 07:32:55	1	0	1	0
       16	2023-01-10 11:54:27	1	0	1	0
        3	2023-01-10 12:22:14	1	0	1	0
       17	2023-01-10 16:07:27	1	1	1	0
       19	2023-01-10 16:07:42	1	1	1	0
       15	2023-01-10 17:11:48	1	1	1	0
        3	2023-01-10 21:02:45	1	1	1	0
       16	2023-01-10 21:03:02	1	1	1	0
       19	2023-01-11 06:57:22	1	0	1	0
       17	2023-01-11 06:57:33	1	0	1	0
       15	2023-01-11 08:18:41	1	0	1	0
       16	2023-01-11 11:52:19	1	0	1	0
        3	2023-01-11 12:14:10	1	0	1	0
       22	2023-01-11 13:41:48	1	0	1	0
       19	2023-01-11 16:01:30	1	1	1	0
       17	2023-01-11 16:01:46	1	1	1	0
       15	2023-01-11 17:35:43	1	4	1	0
       15	2023-01-11 17:35:50	1	1	1	0
        3	2023-01-11 21:03:33	1	1	1	0
       16	2023-01-11 21:03:41	1	1	1	0
       17	2023-01-12 06:52:18	1	0	1	0
       19	2023-01-12 06:55:04	1	0	1	0
        3	2023-01-12 07:31:59	1	0	1	0
       16	2023-01-12 11:53:24	1	0	1	0
       17	2023-01-12 16:05:52	1	1	1	0
       19	2023-01-12 21:02:49	1	1	1	0
       16	2023-01-12 21:02:57	1	1	1	0
       19	2023-01-13 06:53:49	1	0	1	0
       17	2023-01-13 06:54:02	1	0	1	0
       16	2023-01-13 11:51:09	1	0	1	0
       15	2023-01-13 12:11:17	1	0	1	0
       17	2023-01-13 16:06:38	1	1	1	0
       19	2023-01-13 16:06:43	1	1	1	0
       16	2023-01-13 21:03:57	1	1	1	0
       15	2023-01-13 21:04:06	1	1	1	0
       16	2023-01-14 06:52:08	1	0	1	0
       19	2023-01-14 07:00:13	1	0	1	0
        3	2023-01-14 07:36:18	1	0	1	0
       15	2023-01-14 12:24:38	1	0	1	0
       19	2023-01-14 16:04:05	1	1	1	0
       15	2023-01-14 21:03:04	1	1	1	0
       16	2023-01-14 21:03:09	1	1	1	0
       15	2023-01-15 06:58:21	1	0	1	0
       17	2023-01-15 06:58:46	1	0	1	0
        3	2023-01-15 07:27:42	1	0	1	0
       17	2023-01-15 21:04:15	1	1	1	0
       15	2023-01-15 21:04:21	1	1	1	0
       22	2023-01-16 06:55:14	1	0	1	0
       17	2023-01-16 06:55:20	1	0	1	0
       15	2023-01-16 07:21:35	1	0	1	0
        3	2023-01-16 07:23:04	1	0	1	0
       16	2023-01-16 11:52:47	1	0	1	0
       19	2023-01-16 12:04:30	1	0	1	0
       17	2023-01-16 16:02:49	1	1	1	0
       22	2023-01-16 16:02:57	1	1	1	0
       15	2023-01-16 17:10:58	1	1	1	0
       19	2023-01-16 21:04:09	1	1	1	0
       16	2023-01-16 21:04:33	1	1	1	0
       17	2023-01-17 06:57:59	1	0	1	0
       22	2023-01-17 06:58:06	1	0	1	0
       15	2023-01-17 07:09:57	1	0	1	0
        3	2023-01-17 07:24:35	1	0	1	0
       16	2023-01-17 11:54:50	1	0	1	0
       19	2023-01-17 11:59:11	1	0	1	0
       22	2023-01-17 16:01:55	1	1	1	0
       17	2023-01-17 16:02:10	1	1	1	0
       15	2023-01-17 17:35:54	1	1	1	0
       19	2023-01-17 21:03:16	1	1	1	0
       16	2023-01-17 21:03:20	1	1	1	0
       22	2023-01-18 06:59:18	1	0	1	0
       17	2023-01-18 06:59:36	1	0	1	0
       15	2023-01-18 07:15:15	1	0	1	0
       15	2023-01-18 17:10:48	1	1	1	0
       17	2023-01-18 21:06:35	1	1	1	0
       22	2023-01-18 21:06:42	1	1	1	0
       17	2023-01-19 06:59:26	1	0	1	0
       22	2023-01-19 06:59:35	1	0	1	0
        3	2023-01-19 07:25:20	1	0	1	0
        3	2023-01-19 07:25:23	1	0	1	0
       15	2023-01-19 07:28:19	1	0	1	0
       16	2023-01-19 11:52:33	1	0	1	0
       19	2023-01-19 12:00:40	1	0	1	0
       17	2023-01-19 16:04:25	1	1	1	0
       22	2023-01-19 16:04:41	1	1	1	0
       15	2023-01-19 17:39:08	1	1	1	0
       19	2023-01-19 21:03:28	1	1	1	0
       16	2023-01-19 21:03:41	1	1	1	0
       17	2023-01-20 06:58:14	1	0	1	0
       22	2023-01-20 07:01:24	1	0	1	0
        3	2023-01-20 07:10:00	1	0	1	0
        3	2023-01-20 07:10:05	1	0	1	0
       15	2023-01-20 07:11:48	1	0	1	0
       16	2023-01-20 11:51:07	1	0	1	0
       17	2023-01-20 16:49:46	1	1	1	0
       22	2023-01-20 16:50:04	1	1	1	0
       16	2023-01-20 21:09:16	1	1	1	0
       15	2023-01-20 21:09:19	1	1	1	0
       17	2023-01-21 06:58:08	1	0	1	0
        3	2023-01-21 07:20:32	1	0	1	0
        3	2023-01-21 07:20:36	1	0	1	0
       16	2023-01-21 11:58:44	1	0	1	0
       15	2023-01-21 12:26:12	1	0	1	0
       17	2023-01-21 16:04:39	1	1	1	0
        3	2023-01-21 17:14:15	1	1	1	0
       15	2023-01-21 21:03:24	1	1	1	0
       16	2023-01-21 21:03:43	1	1	1	0
       16	2023-01-22 06:53:26	1	0	1	0
        3	2023-01-22 07:23:06	1	0	1	0
        3	2023-01-22 07:23:10	1	0	1	0
       22	2023-01-22 12:01:14	1	0	1	0
        3	2023-01-22 17:13:53	1	1	1	0
       16	2023-01-22 21:03:03	1	1	1	0
       22	2023-01-22 21:03:10	1	1	1	0
       16	2023-01-23 06:55:29	1	0	1	0
       15	2023-01-23 07:18:48	1	0	1	0
        3	2023-01-23 07:22:29	1	0	1	0
       22	2023-01-23 11:48:22	1	0	1	0
       17	2023-01-23 12:11:07	1	0	1	0
       16	2023-01-23 16:06:32	1	1	1	0
       15	2023-01-23 17:14:07	1	1	1	0
       17	2023-01-23 21:08:19	1	1	1	0
       22	2023-01-23 21:08:26	1	1	1	0
       16	2023-01-24 06:56:32	1	0	1	0
