        9	2023-01-02 07:08:26	1	0	1	0
        6	2023-01-02 07:13:19	1	0	1	0
       21	2023-01-02 07:13:27	1	0	1	0
        4	2023-01-02 07:13:48	1	0	1	0
       13	2023-01-02 07:15:18	1	0	1	0
        3	2023-01-02 07:18:39	1	0	1	0
       20	2023-01-02 07:37:57	1	0	1	0
        4	2023-01-02 17:41:17	1	0	1	0
       13	2023-01-02 17:41:25	1	1	1	0
        6	2023-01-02 17:41:29	1	1	1	0
       21	2023-01-02 17:41:34	1	1	1	0
        9	2023-01-02 17:41:37	1	1	1	0
        9	2023-01-02 17:41:39	1	1	1	0
       20	2023-01-02 17:41:44	1	1	1	0
        3	2023-01-02 17:41:46	1	1	1	0
        9	2023-01-03 07:06:23	1	0	1	0
       20	2023-01-03 07:09:13	1	0	1	0
       21	2023-01-03 07:15:43	1	0	1	0
        6	2023-01-03 07:15:56	1	0	1	0
       13	2023-01-03 07:19:40	1	0	1	0
        4	2023-01-03 07:20:43	1	0	1	0
        3	2023-01-03 07:26:23	1	0	1	0
        3	2023-01-03 07:26:29	1	0	1	0
        6	2023-01-03 17:11:55	1	1	1	0
       13	2023-01-03 17:12:00	1	1	1	0
       20	2023-01-03 17:12:07	1	1	1	0
        9	2023-01-03 17:12:27	1	1	1	0
       21	2023-01-03 17:12:37	1	0	1	0
        3	2023-01-03 17:12:47	1	1	1	0
        4	2023-01-03 17:12:58	1	1	1	0
       20	2023-01-06 06:53:35	1	0	1	0
        9	2023-01-06 06:58:14	1	0	1	0
        6	2023-01-06 07:08:58	1	0	1	0
       21	2023-01-06 07:09:08	1	0	1	0
        3	2023-01-06 07:11:42	1	0	1	0
       13	2023-01-06 07:14:33	1	0	1	0
        4	2023-01-06 07:16:23	1	0	1	0
       13	2023-01-06 18:23:18	1	1	1	0
       13	2023-01-06 18:23:24	1	1	1	0
        6	2023-01-06 18:23:28	1	1	1	0
       21	2023-01-06 18:23:33	1	1	1	0
        9	2023-01-06 18:26:43	1	1	1	0
       20	2023-01-06 18:30:08	1	1	1	0
        4	2023-01-06 18:30:32	1	1	1	0
        3	2023-01-06 18:31:00	1	1	1	0
        3	2023-01-06 18:31:03	1	1	1	0
        6	2023-01-07 07:13:20	1	0	1	0
        4	2023-01-07 07:13:23	1	0	1	0
       20	2023-01-07 07:13:27	1	0	1	0
       21	2023-01-07 07:13:32	1	0	1	0
       13	2023-01-07 07:21:05	1	0	1	0
        4	2023-01-07 17:55:14	1	1	1	0
        6	2023-01-07 17:55:18	1	1	1	0
       21	2023-01-07 17:55:22	1	1	1	0
