       16	2024-01-03 07:44:36	1	0	1	0
       17	2024-01-03 07:44:39	1	0	1	0
       19	2024-01-03 11:49:54	1	0	1	0
       22	2024-01-03 11:53:16	1	0	1	0
       16	2024-01-03 16:04:31	1	1	1	0
       17	2024-01-03 16:30:38	1	1	1	0
       19	2024-01-03 21:04:06	1	1	1	0
       22	2024-01-03 21:04:13	1	1	1	0
       16	2024-01-04 06:52:29	1	0	1	0
       17	2024-01-04 06:53:08	1	0	1	0
       22	2024-01-04 11:49:14	1	0	1	0
       19	2024-01-04 11:52:35	1	0	1	0
       16	2024-01-04 16:25:30	1	1	1	0
       17	2024-01-04 16:26:39	1	1	1	0
       22	2024-01-04 21:01:54	1	1	1	0
       19	2024-01-04 21:02:06	1	1	1	0
       17	2024-01-05 06:52:13	1	0	1	0
       16	2024-01-05 06:52:17	1	0	1	0
       22	2024-01-05 11:36:06	1	0	1	0
       19	2024-01-05 11:50:00	1	0	1	0
       16	2024-01-05 16:00:25	1	1	1	0
       17	2024-01-05 16:00:41	1	1	1	0
       19	2024-01-05 21:05:09	1	1	1	0
       22	2024-01-05 21:05:14	1	1	1	0
       19	2024-01-06 06:47:41	1	0	1	0
       22	2024-01-06 07:01:33	1	0	1	0
       19	2024-01-06 21:05:37	1	1	1	0
       22	2024-01-06 21:05:42	1	1	1	0
       16	2024-01-07 06:51:12	1	0	1	0
       17	2024-01-07 06:51:30	1	0	1	0
       16	2024-01-07 21:00:02	1	1	1	0
       17	2024-01-07 21:00:04	1	1	1	0
       19	2024-01-08 06:47:03	1	0	1	0
       22	2024-01-08 06:47:58	1	0	1	0
       17	2024-01-08 11:47:24	1	0	1	0
       16	2024-01-08 11:47:28	1	0	1	0
       19	2024-01-08 16:04:37	1	1	1	0
       22	2024-01-08 16:13:02	1	1	1	0
       17	2024-01-08 21:00:47	1	1	1	0
       16	2024-01-08 21:00:51	1	1	1	0
       19	2024-01-09 06:49:01	1	0	1	0
       22	2024-01-09 06:49:11	1	0	1	0
       16	2024-01-09 11:51:41	1	0	1	0
       17	2024-01-09 11:54:40	1	0	1	0
       19	2024-01-09 16:04:05	1	1	1	0
       22	2024-01-09 16:04:24	1	1	1	0
       16	2024-01-09 21:00:04	1	1	1	0
